"Chrom"	"Arm"	"Beg"	"End"	"Length"	"Segment"	"bpStart"	"bpEnd"	"CytoStart"	"CytoEnd"	"Avg_Min"	"Avg_Q05"	"Avg_Q25"	"Avg_Max"
17	"p"	2346	2365	19	2	7498754	21899773	"p13.1"	"p11.2"	0.00980542382303296	0.0393264965722018	0.0941783068695318	0.409297104465553
17	"q"	2366	2385	19	1	25440972	37812853	"q11.1"	"q12"	0.0154859959676344	0.0552479960016195	0.130157783317243	0.833108530154168
17	"q"	2376	2395	19	2	32489785	43339849	"q12"	"q21.31"	0.0135490545828423	0.0469014574069851	0.112373851021811	0.80623859399241
17	"q"	2386	2405	19	3	38428492	49075570	"q21.2"	"q21.33"	0.0144780997384172	0.0543607273761663	0.130204401770631	0.632836585328606
17	"q"	2396	2415	19	4	44084882	57340119	"q21.31"	"q22"	0.0162270459164446	0.058484359735075	0.136727542099683	0.633478115306234
17	"q"	2406	2425	19	5	51080264	66108804	"q22"	"q24.2"	0.0137745476452204	0.0522261494516673	0.130357460531892	0.567928828524754
17	"q"	2416	2440	24	6	57996713	80780814	"q23.1"	"q25.3"	0.00955970433331747	0.0470460533384578	0.115245270865149	0.621444679344207
18	"q"	2458	2477	19	1	18973956	41791273	"q11.1"	"q12.3"	0.0102510046208954	0.0404606094541526	0.0959506740328844	0.444052257280285
18	"q"	2468	2487	19	2	30004156	49687870	"q12.1"	"q21.2"	0.0112142671555867	0.0379811671581092	0.0868398812762821	0.427256986013221
18	"q"	2478	2497	19	3	42963568	60422438	"q12.3"	"q21.33"	0.00946352665416715	0.0336721662510796	0.0792362407291236	0.361398018073266
18	"q"	2488	2515	27	4	51533581	77438811	"q21.2"	"q23"	0.00819068850927421	0.0421504561621815	0.0981041053491764	0.454287872746092
19	"p"	2516	2535	19	1	2645842	16152544	"p13.3"	"p13.12"	0.0113591891077065	0.0398935543409489	0.091490264230403	0.452813554991446
19	"p"	2526	2546	20	2	9181365	23764233	"p13.2"	"p12"	0.0116905262989582	0.0459417036956042	0.109315732231457	0.544848647387148
19	"q"	2547	2566	19	1	28200396	45221782	"q11"	"q13.32"	0.0115148067559416	0.0454507217122559	0.11279880384707	0.570859838582373
19	"q"	2557	2580	23	2	36185687	58824283	"q13.12"	"q13.43"	0.00791723155781081	0.0376454569982045	0.0884015961191769	0.4534503763072
20	"q"	2600	2619	19	1	29456636	42370936	"q11.21"	"q13.12"	0.0117609325026939	0.0391329198660907	0.0925711294606373	0.42616577502312
20	"q"	2610	2629	19	2	35452532	51284969	"q11.23"	"q13.2"	0.00983890537069175	0.0397923892928841	0.09732719037177	0.395279547014242
20	"q"	2620	2641	21	3	44457309	62639242	"q13.12"	"q13.33"	0.00998225491848876	0.041607432516348	0.0975647637742378	0.471273962146766
21	"q"	2642	2666	24	1	15713961	47600622	"q11.2"	"q22.3"	0.00870353447748842	0.0402849314102999	0.0948435216332995	0.464347473945102
22	"q"	2667	2686	19	1	17242248	33169418	"q11.1"	"q12.3"	0.0102757280966236	0.0392617360120547	0.0911151976612162	0.385817897282649
22	"q"	2677	2696	19	2	25550817	39609438	"q11.23"	"q13.1"	0.0105013894224419	0.035324324611227	0.0798061774655997	0.354858002122082
22	"q"	2687	2712	25	3	33366938	49796787	"q12.3"	"q13.33"	0.00802659525273793	0.0358083096612494	0.0817563855895447	0.3981100200117
23	"p"	2713	2732	19	1	2930526	27116708	"p22.33"	"p21.3"	0.0113628232822223	0.0396004602801973	0.0944141298812862	0.382220416289324
23	"p"	2723	2742	19	2	14852690	37669959	"p22.2"	"p11.4"	0.0118615162522402	0.042674306272237	0.0962858747280586	0.380381277964427
23	"p"	2733	2757	24	3	28120950	57800610	"p21.3"	"p11.21"	0.00821241036212944	0.0389195298408432	0.0905029168679651	0.377785898853433
23	"q"	2758	2777	19	1	62352481	83345490	"q11.1"	"q21.1"	0.011675980933129	0.0400140541674265	0.0912776055271043	0.356109463128685
23	"q"	2768	2787	19	2	73471329	95328172	"q13.2"	"q21.33"	0.0108359779548269	0.0400134580222658	0.0889353734090769	0.34965785176708
23	"q"	2778	2797	19	3	83958678	106167441	"q21.1"	"q22.3"	0.00817510198918604	0.0329241555544479	0.0754515531024975	0.286401985750742
23	"q"	2788	2807	19	4	96464293	118555886	"q21.33"	"q24"	0.00988601551871462	0.0343701377085719	0.0787932680174419	0.351512680761149
23	"q"	2798	2817	19	5	107035946	129845744	"q22.3"	"q26.1"	0.0111650889056754	0.0369505719188119	0.085613974118779	0.374943556177138
23	"q"	2808	2827	19	6	119561031	140385198	"q24"	"q27.2"	0.0105382436131894	0.0337131502930468	0.0755976212782313	0.316102627133879
23	"q"	2818	2842	24	7	131357146	154131702	"q26.2"	"q28"	0.00815901964177562	0.0365042528480042	0.084943000292775	0.544207715616826
